"012g8000000rPCvAAM","Service_Visiting_Hours;FSL;FSL__Work_Rule__c"
"012g8000000rPCwAAM","Required_Resources_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPCxAAM","Max_Travel_From_Home_To_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPCyAAM","Match_Skills_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPCzAAM","Match_Fields_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPD0AAM","Match_Crew_Size_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPD1AAM","Match_Boolean_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPD2AAM","Gap_Rule_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPD3AAM","Objective_Skill_Level;FSL;FSL__Service_Goal__c"
"012g8000000rPD4AAM","Count_Rule;FSL;FSL__Work_Rule__c"
"012g8000000rPD5AAM","Field_Working_Locations;FSL;FSL__Work_Rule__c"
"012g8000000rPD6AAM","Excluded_Resources_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPD7AAM","Enhanced_Match_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPD8AAM","Trackable_Send_Definition;et4ae5;et4ae5__SendDefinition__c"
"012g8000000rPD9AAM","Send_Definition;et4ae5;et4ae5__SendDefinition__c"
"012g8000000rPDAAA2","Inactive;et4ae5;et4ae5__Automated_Send__c"
"012g8000000rPDBAA2","Queued_Send_Definition;et4ae5;et4ae5__SendDefinition__c"
"012g8000000rPDCAA2","SMS_Definition;et4ae5;et4ae5__SMSDefinition__c"
"012g8000000rPDDAA2","Queued_SMS_Definition;et4ae5;et4ae5__SMSDefinition__c"
"012g8000000rPDEAA2","Active;et4ae5;et4ae5__Automated_Send__c"
"012g8000000rPDFAA2","Capacity_Limit_Service;FSL;FSL__Work_Rule__c"
"012g8000000rPDGAA2","Objective_Same_Site;FSL;FSL__Service_Goal__c"
"012g8000000rPDHAA2","Objective_Skill_Preferences;FSL;FSL__Service_Goal__c"
"012g8000000rPDIAA2","Master;AccountPlan"
"012g8000000rPDJAA2","LSDO_Question;Case"
"012g8000000rPDKAA2","Health_Care_Organization;HealthcareProvider"
"012g8000000rPDLAA2","Health_Care_Provider;HealthcareProvider"
"012g8000000rPDMAA2","SmplMgmt;Product2"
"012g8000000rPDNAA2","Default_Task;Task"
"012g8000000rPDOAA2","LSDO_PH_MSL_Visit;Visit"
"012g8000000rPDPAA2","LSDO_PH_MSL_Visit;ProviderVisit"
"012g8000000rPDQAA2","Product;Product2"
"012g8000000rPDRAA2","Care_Program_Enrollee;CareProgramEnrollee"
"012g8000000rPDSAA2","Master;Product2"
"012g8000000rPDTAA2","SDO_Marketing_ParentCampaign;Campaign"
"012g8000000rPDXAA2","ContractLifecycleManagement;Contract"
"012g8000000wkiPAAQ","LSDO_IDN;Account"
"012g8000000wljLAAQ","LSDO_MedTech_HealthcareFacility;HealthcareFacility"
"012g8000000wnUJAAY","LSDO_Medtech_CodeSetBundle;CodeSetBundle"
"012g8000000wptNAAQ","LSDO_MedTech_CodeSet;CodeSet"
"012g8000000wr7BAAQ","LSOD_MedTech_Location;Location"
"012g8000000wyS1AAI","LSDO_MedTech_Address;Address"
"012g8000000x1rOAAQ","LSDO_MedTech_HealthcarePractitionerFacility;HealthcarePractitionerFacility"
"012g8000000x5rhAAA","LSDO_MedTech_HealthcareProviderTaxonomy;HealthcareProviderTaxonomy"
"012g8000000x7ezAAA","LSDO_MedTech_CareSpecialty;CareSpecialty"
"012g8000000y8fRAAQ","LSDO_GPO;Account"
"012g8000000yIEzAAM","LSDO_MedTech_Clinical_Case;Visit"
